creator_username,creator_id,creator_followers,creator_verified,creator_bio,creator_type,creator_gender,country_origin,is_ai_generated,video_id,video_url,posting_date,duration_seconds,hashtag,caption,language,likes,views,shares,comments,engagement_rate,is_acne_relevant,before_after,video_intent,location_of_shoot,misinformation_label,claim_type,claim_accuracy,treatment_origin,cultural_claim,western_accepted,label_confidence,notes,transcript,product_name,product_brand,product_category,product_shown,ingredient_named,clinical_validity,start_acne_score,end_acne_score,delta_improvement,subject_gender_visual,single_multiple_people,indoor_outdoor
alexisdimaya,7084815868937913387,571400,FALSE,"pilot 🛩️🫶🏽  
made in hawai'i
💌 alexis@idolsandicons.co",influencer,unknown,Unknown,no,7592702431914396958,https://www.tiktok.com/@alexisdimaya/video/7592702431914396958,2026-01-07T19:23:46.000Z,204,"donquijote, japandonquijote, japanshopping, shoppingvlog, japanproducts","These are only SOME of the products I always repurchase also the total is INSANE!!!

#donquijote #japandonquijote #japanshopping #shoppingvlog #japanproducts ",English,19200,266000,1449,44,7.22,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
drjennyliu,6734027145938666498,444700,TRUE,"Dermatologist, FAAD
Red Note 小红书： DermTalk ⬇️
IG: @derm.talk
YT: Dr Jenny Liu",dermatologist,unknown,Unknown,no,7566998575574453517,https://www.tiktok.com/@drjennyliu/video/7566998575574453517,2025-10-30T12:59:23.000Z,44,"jbeauty, japaneseskincare, asianskincare, dermtok, asianskincare",#jbeauty #japaneseskincare #asianskincare #dermtok #asianskincare ,English,9640,326300,765,68,2.95,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
kbeautybestsellers,6986637133742539803,144900,FALSE,"• Authentic Products from 🇯🇵 and 🇰🇷
💌 hello.kbeautybestsellers@gmail.com",influencer,unknown,Unknown,no,7542894168239115527,https://www.tiktok.com/@kbeautybestsellers/video/7542894168239115527,2025-08-26T14:01:49.000Z,31,"jbeauty, skincare, acne, japanfinds, fyppppppppppppppppppppppp","A must-buy acne cream you’ll always find in Japanese drugstore! 🇯🇵
 
#jbeauty #skincare #acne #japanfinds #fyppppppppppppppppppppppp ",English,7876,526700,2534,63,1.5,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
likeskin,6757840331284366342,274400,FALSE,"UK K-Beauty Store
DOWNLOAD LIKESKIN APP TO GET 15% OFF YOUR ORDER 😃📲

↓ Shop ↓",influencer,unknown,UK,no,7208915494454299910,https://www.tiktok.com/@likeskin/video/7208915494454299910,2023-03-10T13:53:58.000Z,80,"jbeauty, hadalabo, glassskin, skincare101",japanese skincare product recommendations #jbeauty #hadalabo #glassskin #skincare101 ,English,207200,2500000,9557,863,8.29,yes,no,product_promotion,unknown,na,none,na,Japanese,yes,unknown,medium,,,,,,,,,,,,,,
milktea.meg,6752309515499439109,96400,FALSE,"Beauty Lover & Wellness Traveler
Los Angeles · OC
💌milktea.meg1@gmail.com",patient,unknown,Unknown,no,7213891209922710830,https://www.tiktok.com/@milktea.meg/video/7213891209922710830,2023-03-23T23:42:26.000Z,30,"skincare, hadalabo, skinbarrierrepair",On my storefront under “skincare”! My ride or die holy grail skincare product is this japanese hada labo premium lotion!!! I've tried theit other versions and the premium is my favx Fragrance free with 5 different types of hylauronic acid in it this japanese serum single handedly repaired my skin barrier which healed a lot of my acne and redness! Make sure to apply to damp skin💦 this serum is literally the BEST!! #skincare #hadalabo #skinbarrierrepair ,English,355300,5000000,18700,1262,7.11,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
kellybellyy02,7080011718885704709,107500,FALSE,"🇰🇷 INFJ👸💖 
yesstyle & 🫒 code: kellybelly02
💌kelly@eliotmgmt.com💌",influencer,unknown,Unknown,no,7527759014478859528,https://www.tiktok.com/@kellybellyy02/video/7527759014478859528,2025-07-16T19:09:47.000Z,39,"japaneseskincare, japaneseskincareproducts, jbeauty, brighteningskincare, darkspottreatment",Japan’s most *viral* brightening skincare 🤭✨ #japaneseskincare #japaneseskincareproducts #jbeauty #brighteningskincare #darkspottreatment ,English,14000,301400,773,67,4.64,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
mia291958,7569975194988528653,519,FALSE,,influencer,unknown,Unknown,no,7571209213720972599,https://www.tiktok.com/@mia291958/video/7571209213720972599,2025-11-10T21:18:47.000Z,14,"tiktokshop, pr, hyperpigmentation, darkspots, japaneseskincare","I bought it at Don Quijote in Japan!🇯🇵🔥
Please search for ""Capsule Serum,BEAUTY SERUM WITH VITAMIN C"" 🍋💛
#tiktokshop #PR #hyperpigmentation #darkspots #japaneseskincare ",English,34700,1500000,13000,237,2.31,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
byfeliciaip,6805279268106912774,13300,FALSE,"VA/DC
half of @Felicia & Harold
byfeliciaip@gmail.com",influencer,unknown,Unknown,no,7628653488020393247,https://www.tiktok.com/@byfeliciaip/video/7628653488020393247,2026-04-14T16:32:14.000Z,136,"japanhaul, japaneseskincare, japanshopping, japantravel, japantrip",japan haul - skincare edition #japanhaul #japaneseskincare #japanshopping #japantravel #japantrip ,English,62,1048,1,1,5.92,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
jaimesskin,6687615027325355014,790800,FALSE,"atx / nyc
your glass skin + wellness guide 🧖🏽‍♀️
💌 adrienne@genflow.com",influencer,unknown,US,no,7374840329847016746,https://www.tiktok.com/@jaimesskin/video/7374840329847016746,2024-05-30T17:07:07.000Z,94,,No harm in natural skincare ✨,English,913800,8100000,74800,3043,11.28,yes,no,education,unknown,na,none,na,Unknown,no,unknown,low,,,,,,,,,,,,,,
jaimesskin,6687615027325355014,790800,FALSE,"atx / nyc
your glass skin + wellness guide 🧖🏽‍♀️
💌 adrienne@genflow.com",influencer,unknown,US,no,7604919531236019470,https://www.tiktok.com/@jaimesskin/video/7604919531236019470,2026-02-09T17:32:31.000Z,45,,incorporating natural ingredients heals the skin like no other 🧖🏽‍♀️😚,English,3577,60900,124,16,5.87,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
yourmategingerkate,7215905036101993477,446400,FALSE,"Health • Wealth • High Vibes ✌🏼
Breaking free from the system 👊🏼",influencer,unknown,Unknown,no,7326970137607687457,https://www.tiktok.com/@yourmategingerkate/video/7326970137607687457,2024-01-22T17:06:20.000Z,100,"naturalskincare, skincare, antiaging, antiagingskincare, yourmatekate, katesmates","My top 5 essentials!! ☺️🙌🏼❤️ If you are just starting out on your natural journey, this would be a great place to start 🙂

#naturalskincare #skincare #antiaging #antiagingskincare #yourmatekate #katesmates  ",English,35600,551000,2851,729,6.46,yes,no,education,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
emselement,6632389963210932230,103400,FALSE,"food, herbs, and art as medicine ✨🦋
💌: emmaxrobles@gmail.com",influencer,unknown,Unknown,no,7381928724301761834,https://www.tiktok.com/@emselement/video/7381928724301761834,2024-06-18T19:33:43.000Z,22,"nontoxicbeauty, glowingskin, naturalskincare","My most requested video is always what i do for skincare. While I attribute my clear skin to primarily diet and lifestyle, it is still really important to pay attention to what you are putting onto your skin because it is absorbed through your pores! @Primally Pure is my favorite place to shop for low waist, sustainable, nontoxic skin care products ✨🦋💌 #nontoxicbeauty #glowingskin #naturalskincare ",English,3349,103900,57,53,3.22,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
jaimesskin,6687615027325355014,790800,FALSE,"atx / nyc
your glass skin + wellness guide 🧖🏽‍♀️
💌 adrienne@genflow.com",influencer,unknown,US,no,7594162464544050446,https://www.tiktok.com/@jaimesskin/video/7594162464544050446,2026-01-11T17:49:35.000Z,96,,No harm in natural skincare ❤️‍🔥 here’s alllll the recipes ,English,45900,371800,3758,174,12.35,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
healthlybite,7461138040297292833,302900,FALSE,Health is Wealth 🤑,influencer,unknown,Unknown,no,7598972778716368150,https://www.tiktok.com/@healthlybite/video/7598972778716368150,2026-01-24T16:55:28.000Z,61,"glassskin, whiteglow, naturalskincare, skincarehack, viralbeauty","Don’t Overuse This Recipe 😱 Potato + Tomato + Dove Soap = American White Glow & Japanese Glass Skin in 7 Days!
#glassskin 
#whiteglow 
#naturalskincare 
#skincarehack 
#viralbeauty ",English,63400,1900000,21700,628,3.34,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
edenbased,6722467925032485894,3995,FALSE,"Natural Living & Eating 
Certified Holistic Nutrition 
Making Healthy Cool! 
insta: edenbased
ATX",influencer,unknown,Unknown,no,7564875225695915319,https://www.tiktok.com/@edenbased/video/7564875225695915319,2025-10-24T19:40:03.000Z,26,"naturalskincare, clearskinhacks, glowingskintips","My Natural skincare secrets! 
Shop @prettyfarmgirl products linked in bio!
#naturalskincare #clearskinhacks #glowingskintips ",English,1473,27800,38,25,5.3,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
caribbeanskinqueen,7051319768948540463,58400,FALSE,"Guyanese born 🇬🇾 living in Louisiana 
Licensed Esthetician/Yoni Steam Practice",esthetician,unknown,Unknown,no,7425823595093429546,https://www.tiktok.com/@caribbeanskinqueen/video/7425823595093429546,2024-10-15T02:28:12.000Z,132,"creatorsearchinsights, spookybeauty, skincaregirl, skincareroutines, clearskinhacks, naturalskincare, fypage, licensedesthestician, hyperpigmentationtips, darkspotsremedy, blackgirlskincareroutine",#creatorsearchinsights #SpookyBeauty #skincaregirl #skincareroutines #clearskinhacks #naturalskincare #fypage #licensedesthestician #hyperpigmentationtips #darkspotsremedy #blackgirlskincareroutine ,English,473,13200,109,50,3.58,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
hudorganics,6879350302521459713,255500,FALSE,"⚠️ COMPANY CLOSED: For order issues, contact us via website chat: www.hudorganics.com",influencer,unknown,US,no,6980163122346593541,https://www.tiktok.com/@hudorganics/video/6980163122346593541,2021-07-02T03:17:58.000Z,33,"qasil, qasilpowder, somaliskincare, naturalskincare","With only 1 ingredient, you are able to create a 100% natural face cleanser #qasil #qasilpowder #somaliskincare #naturalskincare",English,62600,695100,2689,539,9.01,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
maggieroseadvocate,7006466846628217861,452300,FALSE,"Total Health Advocate.
🌸 Mind. Body. Spirit. 🌸
My favorite things are here 👇",influencer,unknown,Unknown,no,7397824926897474859,https://www.tiktok.com/@maggieroseadvocate/video/7397824926897474859,2024-07-31T15:39:04.000Z,89,"naturalskincare, naturalskincareroutine, skincare, skincaretips",Replying to @sharifah4127 I'll be 42 this year and this is everything that I use in my natural skincare routine. #naturalskincare #naturalskincareroutine #skincare #skincaretips ,English,188200,3300000,25000,2617,5.7,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
furyskinfacts,7621060084353844237,7305,FALSE,"Korean Pharmacist
Real Skincare Reviews

furykoreanrx@gmail.com",influencer,unknown,Unknown,no,7628490090192391438,https://www.tiktok.com/@furyskinfacts/video/7628490090192391438,2026-04-14T05:59:01.000Z,14,"kbeauty, koreanskincare, oilyskin, acne, niacinamide","No sponsorship. Just what actually works 💊
Built for oily skin — sebum control, pore care, and matte finish.

🧴 Cleanser — SKIN1004 Centella Ampoule Foam
Low pH. Gentle formula. No unnecessary ingredients. Great price.

🧪 Toner — COSRX BHA Blackhead Power Liquid
The gold standard of oily skin care.
In clinical trial, salicylic acid reduced sebum and improved skin barrier function.
If you have sensitive skin, start every other day and build up as your skin adjusts.

💧 Serum — PURITO Galacto Niacin 97 Power Essence
Niacinamide 5% + Galactomyces 92%. Sebum control + brightening.
Niacinamide regulates sebum production at the source and reduces pore appearance over time.

🌿 Moisturizer — PURITO Mighty Bamboo Panthenol Cream
Panthenol 10%. Comedogenic 0. Won't clog pores.
Panthenol strengthens the skin barrier without adding oil — lightweight hydration oily skin actually needs.

☀️ Sunscreen — Beauty of Joseon Relief Sun Rice + Probiotics
Matte finish. No1 on TikTok for a reason.
Rice bran extract absorbs excess sebum throughout the day — no midday shine.

🫧 Cleansing Oil (PM) — Dear Klairs Gentle Black Fresh
Simplest formula. Sufficient cleansing power. No reason to choose another oil.

📌 This is just an example — not the only routine. Skip what you don't need.

The products from my previous videos still work great.
But these have a slight edge for oily skin specifically.
Try different things and find what works for you.

Drop your questions or opinion in the comments 👇
If this helped, follow me. 💊

#kbeauty #koreanskincare #oilyskin #acne #niacinamide",English,755,30700,41,21,2.46,yes,no,product_promotion,unknown,misinformation,supplements,unsupported,Western_clinical,no,no,high,,,,,,,,,,,,,,
marika.0.0,7393784303281079342,116800,FALSE,"minnesota│神戸
inquiries💌: marikahbear@gmail.com",influencer,unknown,Unknown,no,7628615156372655373,https://www.tiktok.com/@marika.0.0/video/7628615156372655373,2026-04-14T14:03:45.000Z,54,"rejuall, rejuallpdrn, pdrncream, skincare, koreanpharmacy",RejuAll everyoneeee @Dr.Reju-All Store #rejuall #rejuallpdrn #pdrncream #skincare #koreanpharmacy ad ,English,4412,25000,128,42,17.65,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
leeskincare7,7400272246398419986,159300,FALSE,"skincare tips and life 🇰🇷
💌 teamlee@beccamgmt.com
Ig: leeskincare7",influencer,unknown,Unknown,no,7628633318157733138,https://www.tiktok.com/@leeskincare7/video/7628633318157733138,2026-04-14T15:13:31.000Z,39,"koreanpharmacy, koreanskincare, skintok, pharmacy","(No ad) Korean pharmacy must haves from korean local 

-acnon cream
-dr.althea reju 5000 cream
-domina cream/melatoning cream

#koreanpharmacy #koreanskincare #skintok #pharmacy",English,1306,15000,18,8,8.71,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
furyskinfacts,7621060084353844237,7305,FALSE,"Korean Pharmacist
Real Skincare Reviews

furykoreanrx@gmail.com",influencer,unknown,Unknown,no,7624678508664507662,https://www.tiktok.com/@furyskinfacts/video/7624678508664507662,2026-04-03T23:27:08.000Z,12,"kbeauty, koreanskincare, acne, oilyskin, azelaicacid","No sponsorship. Just what actually works 💊

All fragrance-free. No essential oils.

🧴 Cleanser — Etude SoonJung pH 6.5 Whip Cleanser
Low PH. Amino acid surfactant. Fragrance-free. Nothing unnecessary.
Gentle enough for already damaged acne skin.

🚫 Toner — You don't need one.
Your cleanser is low-pH. Active serum handles the rest.

💧 Serum — Anua Azelaic Acid 10% Hyaluron Soothing Serum
Azelaic acid 10% — clinically proven for acne, redness, and dark spots.
Concentration clearly disclosed.

🌿 Moisturizer — Purito Mighty Bamboo Panthenol Cream
Panthenol 10% disclosed. Gel-type cream. Non-comedogenic tested.

☀️ Sunscreen — Purito Daily Soft Touch SPF 50+ PA++++
5 ceramides + centella + panthenol with no fragrance, no essential oils.

🫧 Cleansing Oil (PM) — Dear Klairs Gentle Black Fresh
This was the only one I found with zero fragrance, zero essential oils, and zero pore-clogging risk. All oils comedogenic 0-1.

📌 This is just an example — not the only routine. Skip what you don't need.

Depending on your skin, you can also consider: 

→ Niacinamide (2-5%) for sebum control and brightening 

→ BHA for deeper pore cleansing (alternate nights with serum) 

Start one at a time.
Watch how your skin responds.

Drop your questions or opinion in the comments 👇
If this helped, follow me.💊

#kbeauty #koreanskincare #acne #oilyskin #azelaicacid",English,23200,730800,1107,179,3.17,yes,no,product_promotion,unknown,accurate,clinically_accurate,supported,K-beauty,yes,yes,high,,,,,,,,,,,,,,
fatimavsb,7066708641407403013,4200000,FALSE,"LA
🇬🇲
Fashion | Beauty 
💌 kiwi@stride-social.com
Snap: fatimavsbb",influencer,unknown,US,no,7626393946356190497,https://www.tiktok.com/@fatimavsb/video/7626393946356190497,2026-04-08T14:23:34.000Z,15,"skincareroutine, skincare, clearskin, glassskin, koreanskincare",Loveeee #skincareroutine #skincare #clearskin #glassskin #koreanskincare @anua_global @COSRX Official @Summer Fridays ,English,44500,359000,742,270,12.4,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
mariamkaarshe,7468605346597225494,25100,FALSE,"skincare bestie 💕 DIY glow tips ✨
💌 mariambeauty331@gmail.com 
 📍Nairobi",patient,unknown,Unknown,no,7628174072928685334,https://www.tiktok.com/@mariamkaarshe/video/7628174072928685334,2026-04-13T09:31:34.000Z,15,"arencia, ricemochicleanser, koreanskincare, kbeauty, poreminimizer","Acne-prone skin girlies know  double cleansing is non-negotiable ✨
This @Arencia duo keeps my pores clean, no blackheads, and my skin sooo smooth 😭 I’m obsessed 
Do you double cleanse or not? 👇 

#arencia #ricemochicleanser #koreanskincare #kbeauty #poreminimizer ",English,140,8646,34,4,1.62,yes,no,product_promotion,unknown,na,none,na,K-beauty,yes,unknown,high,,,,,,,,,,,,,,
albinasglam,7435166156027069457,142900,FALSE,"Beauty  💄💛✨
instagram: albina
albina@caagency.com",influencer,unknown,Unknown,no,7628299787464412437,https://www.tiktok.com/@albinasglam/video/7628299787464412437,2026-04-13T17:39:20.000Z,18,"challansdeparis, koreanskincare, darkspotcare, skincare","Korean pharmacy skincare, done right 💗 @Challans de Paris 

Targeting dark spots with ingredients that make a difference. Part of my daily routine ✨
 
#challansdeparis #koreanskincare #darkspotcare #skincare",English,813,3280,177,14,24.79,yes,no,education,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
yuzi.kpharmacist,7602652767086035982,5331,FALSE,"🇰🇷Kbeauty by Korean pharmacist
with cosmetics certification

less hype, better skin✨",influencer,unknown,Unknown,no,7619105812178357517,https://www.tiktok.com/@yuzi.kpharmacist/video/7619105812178357517,2026-03-19T23:02:01.000Z,10,"kbeauty, skincare, koreanskincare, koreanglow, beautytips","POV: Korean pharmacist simplified the BEST ingredients for skin problems✨

📣No ad, No fluff!
Just pick what actually works for YOUR skin problem🔥

Any other skin concern?😉

#kbeauty #skincare #koreanskincare #koreanglow #beautytips",English,9675,516100,1296,49,1.87,yes,no,product_promotion,unknown,na,none,na,K-beauty,yes,unknown,high,,,,,,,,,,,,,,
skinorea,7220089214137369605,21000,FALSE,"🇫🇷 K-beauty shop basé en France 🇪🇺
🚚 Livraison express en 48h
👇🏼 Shop ici",influencer,unknown,Unknown,no,7487557762457537814,https://www.tiktok.com/@skinorea/video/7487557762457537814,2025-03-30T11:08:16.000Z,15,"peauseche, toner, dryskin, skinorea, kbeauty","Le Rice Toner IM FROM ou rien CLAIREMENT 🫢 

#peauseche #toner #dryskin #skinorea #kbeauty ",English,13100,676900,472,86,1.94,yes,no,education,unknown,na,none,na,K-beauty,yes,unknown,medium,,,,,,,,,,,,,,
talabitwins,6858973508602004482,415900,FALSE,"@leahmarietalabi
@sarah.talabi
✉️: talabitwins@gmail.com",influencer,unknown,Unknown,no,7628476757875657992,https://www.tiktok.com/@talabitwins/video/7628476757875657992,2026-04-14T05:06:01.000Z,113,"koreanskincare, koreanskincareforblackskin, sungbooneditor, lapcos, kbeauty",K-beauty masks for acne 🤍 @SUNGBOON EDITOR and @LAPCOS deliver real results!✨ #koreanskincare #koreanskincareforblackskin #sungbooneditor #lapcos #kbeauty ,English,3197,76100,528,248,4.2,yes,no,education,unknown,na,none,na,K-beauty,yes,unknown,medium,,,,,,,,,,,,,,
_justemela_,6778608701534667782,133700,FALSE,"NY
Public Diary 💬
Glowing is my favorite hobby 
✉️ itsjustemela@gmail.com",influencer,unknown,US,no,7272950974120037675,https://www.tiktok.com/@_justemela_/video/7272950974120037675,2023-08-30T03:24:33.000Z,43,"skintok, skincare, sheabutter","Replying to @1luvGod4eva🇸🇴 I answered most of the questions in the previous video but if I forgot anything, let me know!#skintok #skincare #sheabutter ",English,164200,2000000,2624,932,8.21,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
jodyjems,6902544005759861765,10200,FALSE,"💌UGC+Collabs: jodidigitalinfo@gmail.com
A little bit of everything!",influencer,unknown,Unknown,no,7391600243877498143,https://www.tiktok.com/@jodyjems/video/7391600243877498143,2024-07-14T21:04:23.000Z,50,"africanblacksoap, skincare, acne, skincareroutine, dealsforyoudays, tiktokshopfinds, foryoupage, fypage","A skin care must have! 

#africanblacksoap #skincare #acne #skincareroutine #dealsforyoudays #tiktokshopfinds #foryoupage #fypage ",English,99800,3400000,5124,808,2.94,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
remediesancient,7411213497747604523,1658,FALSE,"follow for more ancient tribal remedies 📜
search ""soursop bitters"" on amazon 🔎",influencer,unknown,Unknown,no,7425308477628615982,https://www.tiktok.com/@remediesancient/video/7425308477628615982,2024-10-13T17:09:16.000Z,54,"ancientremedies, africa, beauty, ancientbeauty",how our african ancestors had GLASS skin without modern skincare 👸🏿 #ancientremedies #africa #beauty #ancientbeauty ,English,10600,205600,426,110,5.16,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
the_real_chi_,6694608211972424709,199600,FALSE,"NYC : Fashion : Beauty : Lifestyle : Travel
📧 ChillinWithChi@gmail.com
Shop👇🏾",patient,unknown,US,no,7609023515429260574,https://www.tiktok.com/@the_real_chi_/video/7609023515429260574,2026-02-20T18:57:36.000Z,164,"skincaretips, bodyoils, skincareforblackskin, skincareforblackwomen",There are so many Nigerian skincare brands doing the work. These are just a few! A lot of these products are formulated for our melanin-rich skin. And yes… I get asked all the time how my skin stays so good? My answer is consistency + hydration & using products that actually work! ✨ #skincaretips #bodyoils #skincareforblackskin #skincareforblackwomen  ,English,6031,74800,438,147,8.06,yes,no,personal_anecdote,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
bellanomiskincare,7006347298260976645,131600,FALSE,"Barrier-first Skincare 
For Sensitive, Melanin-rich skin 🤎
60,000+ 5-star reviews
#1 African net sponge ↓",influencer,unknown,Unknown,no,7290295719901039915,https://www.tiktok.com/@bellanomiskincare/video/7290295719901039915,2023-10-15T21:10:58.000Z,35,"unrefinedsheabutter, sheabutter, africanskincare, bestsheabutter, bellanomi",Replying to @leah h I hope this helps 💕 #unrefinedsheabutter #sheabutter #africanskincare #bestsheabutter #bellanomi ,English,45800,1100000,623,244,4.16,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
phdinwaves,6901846264250467334,555900,FALSE,"Creating Waves
⬇️ Products & Routines I Use",influencer,unknown,Unknown,no,7592388157870558495,https://www.tiktok.com/@phdinwaves/video/7592388157870558495,2026-01-06T23:04:11.000Z,62,,African skin care routine ,English,1327,46000,45,26,2.88,yes,no,education,unknown,na,none,na,Unknown,no,unknown,low,,,,,,,,,,,,,,
toritalking,6629031149769408518,39300,FALSE,"The niche is me. 
📍Boston | London | Paris 
📧:toritalking1@gmail.com",influencer,unknown,US,no,7284853417632107806,https://www.tiktok.com/@toritalking/video/7284853417632107806,2023-10-01T05:12:07.000Z,220,"africanbodycare, africanskincare, skincare, skincaresecrets, bodycare, bodycareproducts, bodycareroutine, skincareroutine, hygiene, hygienetips, hygieneroutine, hygienehacks, hygiene101, african",African Bodycare and Beauty Secrets #africanbodycare #africanskincare #skincare #skincaresecrets #bodycare #bodycareproducts #bodycareroutine #skincareroutine #hygiene #hygienetips #hygieneroutine #hygienehacks #hygiene101 #african ,English,17600,300500,748,206,5.86,yes,no,education,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
nokwareskincare,7073157285015847982,42800,FALSE,"Natural Skincare
Packaged Sustainably 
Created by African Women🇬🇭
📞0558181739
Find us on Amazon",influencer,unknown,US,no,7436319496215809326,https://www.tiktok.com/@nokwareskincare/video/7436319496215809326,2024-11-12T09:17:53.000Z,40,"nokwareskincare, africanskincare, skincarecompany, smallbusiness, ghanatiktok🇬🇭","A little Get-to-know us moment💛

To our community, old and new, enjoy this brief reintroduction to give you a little Nokware Skincare back story. We are really in awe of the outpouring of support and love we have gotten from you over the past few days. 

Thank you for joining us on this journey and please stick around because we have so much more to share with you✨

#nokwareskincare #africanskincare #skincarecompany #smallbusiness #ghanatiktok🇬🇭 ",English,26100,239600,2420,855,10.89,yes,no,education,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
kuothwiel,6778614846507975685,54900,FALSE,"Beauty | Fashion | Model | Actor 
One Models 📍 LA
📧 kuoth@bizzygroup.com",influencer,unknown,US,no,7209023656440253742,https://www.tiktok.com/@kuothwiel/video/7209023656440253742,2023-03-10T20:53:46.000Z,57,"africanblacksoap, ghana, sheabutter, skincare, africanskincare",African black soap for supreme skin  thank ms ti my cousin @maltutdeal  🤍 #africanblacksoap #ghana #sheabutter #skincare #africanskincare ,English,61400,540400,319,265,11.36,yes,no,education,unknown,na,none,na,African_traditional,yes,unknown,medium,,,,,,,,,,,,,,
karringtonlawson_,6767463771273118725,1551,FALSE,"Lifestyle | Esthetics | Beauty
📧: law.karri@gmail.com 
    📍OH",patient,unknown,Unknown,no,7376038480046066986,https://www.tiktok.com/@karringtonlawson_/video/7376038480046066986,2024-06-02T22:36:33.000Z,21,"capcut, skincareroutine, naturalskincare, organicskincare, naturalskincareproducts, organicskincareproducts, blackgirlskincare, africanblacksoap","Natural skin care products are better for your skin and cause less irritation! If youve been struggling with your skin care, try adding a few steps from my skincare into your routine! 

*i dont use toner because the products i use (apple cider vinegar & honey) balances my skin’s pH

1.  organic apple cider vinegar + honey 
2. @BlakeNCo African Black Soap
3. Organic RAW Honey
4.Aveeno baby lotion (hyper-allergenic)
5. @Each & Every skin goals oil 

#CapCut #skincareroutine #naturalskincare #organicskincare #naturalskincareproducts #organicskincareproducts #blackgirlskincare #africanblacksoap ",English,653,22200,51,26,2.94,yes,no,product_promotion,unknown,na,none,na,African_traditional,yes,unknown,high,,,,,,,,,,,,,,
robertwblove,6981443416195810309,2800000,TRUE,"I help people improve their memory, so they can prevent dementia and Alzheimer’s",influencer,unknown,Unknown,no,7401320818069802282,https://www.tiktok.com/@robertwblove/video/7401320818069802282,2024-08-10T01:44:56.000Z,90,"blackseedoil, blackseed, weightloss, inflammation, brain, aging, antiaging, sponsored",Three Benefits of Black Seed Oil. #blackseedoil #blackseed #weightloss #inflammation #brain #aging #antiaging #sponsored ,English,16300,509900,2322,493,3.2,yes,no,product_promotion,unknown,na,none,na,Middle_Eastern,yes,unknown,medium,,,,,,,,,,,,,,
drbergofficial,6900617529741100033,2400000,TRUE,"Official Account Creator of the Healthy Keto® movement
14 mil subs on YouTube",influencer,unknown,Unknown,no,7571553602079165727,https://www.tiktok.com/@drbergofficial/video/7571553602079165727,2025-11-12T14:00:00.000Z,69,"drericberg, blackseedoil, healthbenefits, health",Did you know about these black seed oil benefits? #drericberg #blackseedoil #healthbenefits #health,English,11300,252100,3404,323,4.48,yes,no,education,unknown,na,none,na,Middle_Eastern,yes,unknown,medium,,,,,,,,,,,,,,
drbergofficial,6900617529741100033,2400000,TRUE,"Official Account Creator of the Healthy Keto® movement
14 mil subs on YouTube",influencer,unknown,Unknown,no,7522917798155210014,https://www.tiktok.com/@drbergofficial/video/7522917798155210014,2025-07-04T12:30:00.000Z,28,"drericberg, seedoil, blackseedoil, healthtips",Black seed oil has these AMAZING benefits! #drericberg #seedoil #blackseedoil #healthtips,English,20300,579900,3889,391,3.5,yes,no,education,unknown,na,none,na,Middle_Eastern,yes,unknown,medium,,,,,,,,,,,,,,
