creator_username,creator_id,creator_followers,subject_of_experience,intent_clarity,views,likes,comments,shares,engagement_rate,claim_type,claim_accuracy,evidence_present,label_confidence,Language,video_shot_complexity,face_visibility,indoor_outdoor,creator_gender,creator_race_visual,before_after_claim,No._people_video,condition_duration,condition_recurrence,active_ingredient,product_name,product_brand,country_origin,video_duration_seconds,creator_age_range,creator_type,creator_motivation,video_format,Video_type,skin_condition_type,skin_severity,treatment_type,outcome_type,side_effects,time_to_result_claim,unrealistic_claim_flag,sponsored_content,affiliate_link_present,hashtags,condition_extent,misinfo_label
drbergofficial,drbergofficial,14.69358547960104,general_advice,2,12.458778882573533,9.350189267092581,5.771441123130016,8.15162164696975,4.47,product_promotion,partial,no,1,en,3,yes,both,male,white,0,1,unknown,yes,"ectoin, panthenol",epicream,none,United States,4.248495242049359,middle_aged,other,promotion,talking_head,0.0,acne,0,topical,promised_only,none_mentioned,none,1,unclear,no,"#drericberg, #blackseedoil, #healthbenefits, #health",face_only,yes
drbergofficial,drbergofficial,14.69358547960104,patient,2,13.274742775151575,9.918425424900335,5.953243334287785,8.270269111436624,3.49,clinically_accurate,supported,yes,2,en,3,partial,indoor,male,white,0,1,unknown,unknown,"benzoyl peroxide, salicylic acid, erythromycin, retinol, ketoconazole",Black seed oil,none,Germany,3.4011973816621555,adult,dermatologist,education,talking_head,0.0,mixed,0,topical,promised_only,none_mentioned,none,0,unclear,no,"#drericberg, #seedoil, #blackseedoil, #healthtips",unknown,no
maggieroseadvocate,maggieroseadvocate,13.023201388900224,self,1,14.603968372873895,11.18859323930985,7.530479995245536,9.131838143821225,3.29,diy_topicals,partial,anecdotal,1,en,2,yes,indoor,female,white,0,1,unknown,unknown,bha,"anti-fungal wash, bha, oil-free hydrator",none,unknown,4.836281906951478,young_adult,influencer,personal_sharing,talking_head,0.0,unclear,0,topical,promised_only,none_mentioned,instant,1,no,no,"#blackseedoil, #blackseedoilbenefits, #blackseed",unknown,no
melaniesandford18,melaniesandford18,13.40166039332167,general_advice,1,9.846970109700957,6.752270376141742,3.332204510175204,4.709530201312334,4.52,diy_topicals,partial,anecdotal,1,en,2,yes,indoor,female,white,0,1,years,yes,ketoconazole,ketoconazole,none,unknown,5.099866427824199,adult,influencer,education,talking_head,0.0,mixed,0,oral,promised_only,none_mentioned,none,1,unclear,no,,unknown,yes
drbergofficial,drbergofficial,14.69358547960104,unknown,1,11.43281025466844,7.822845290279774,4.204692619390966,5.231108616854587,2.7,supplements,partial,no,0,en,3,partial,both,male,white,0,1,unknown,unknown,none,black seed oil,none,United States,3.332204510175204,middle_aged,other,promotion,talking_head,0.0,unclear,0,home_remedy,promised_only,none_mentioned,none,1,unclear,no,"#drericberg, #blackseedoil",unknown,yes
drjencaudle,drjencaudle,12.634466209392702,general_advice,2,12.435997154099226,7.793999089503996,5.683579767338681,6.025865973825314,0.96,clinically_accurate,supported,yes,1,da,2,yes,indoor,female,black,0,1,unknown,unknown,"ketoconazol, clotrimazol","Anti-Schuppen-Shampoo, Clotrimazol-Creme",none,Germany,4.204692619390966,adult,dermatologist,education,talking_head,0.0,mixed,0,topical,unclear,none_mentioned,none,0,unclear,no,"#blackseed, #blackseedoil, #blackseedoilbenefits, #blackseedoildangers, #drjencaudle, #fyp, #fyp, #fypage, #fyp",unknown,no
melaniesandford18,melaniesandford18,13.40166039332167,self,1,12.709574515966183,9.079092085366229,5.963579343618446,7.403670290012373,2.65,dietary_cure,FALSE,anecdotal,2,en,2,yes,indoor,female,white,0,1,years,yes,none,"black seed oil, black cumin oil",none,unknown,3.6375861597263857,middle_aged,patient,personal_sharing,talking_head,0.0,unclear,1,oral,promised_only,none_mentioned,none,1,no,no,"#blackseedoil, #blackcuminoil, #holistichealth, #naturalremedies, #foryoupage",unknown,yes
maggieroseadvocate,maggieroseadvocate,13.023201388900224,general_advice,1,12.73080413304066,9.62911649414402,6.150602768446279,8.834336974017637,4.5,diy_topicals,partial,anecdotal,1,en,2,yes,indoor,female,middle_eastern,0,1,unknown,unknown,"azelaic acid, niacinamide",black seed infused oil,none,United States,4.127134385045092,young_adult,influencer,education,duet_stitch,0.0,acne_scars,0,home_remedy,promised_only,none_mentioned,none,1,no,no,"#duet, #tutorial, #blackseed, #blackseedoil, #blackseedoilbenefits",unknown,no
melaniesandford18,melaniesandford18,13.40166039332167,patient,1,11.446796346169297,8.308691916838898,5.241747015059643,6.960347729101308,4.34,supplements,partial,anecdotal,1,en,2,yes,indoor,female,white,0,1,months,yes,tretinoin,"cervihydrating cleanser, snail mucin, hydroquinone, tretinoin, aquaphor, blackseed oil",Blessed Botanicals,United States,4.919980925828125,adult,other,promotion,talking_head,0.0,acne_scars,0,oral,promised_only,none_mentioned,none,1,no,no,#n,unknown,no
kirtitewani,kirtitewani,13.104250321977402,general_advice,2,10.945547126244623,7.059617628291383,3.091042453358316,4.442651256490317,2.05,product_promotion,partial,no,1,en,2,yes,indoor,female,mixed,1,1,unknown,unknown,"niacinamide, retinol","gentle cleanser, gentle retinol cream, discoloration correcting serum, sunscreen",Organic India,United States,3.7612001156935624,young_adult,influencer,promotion,demo,0.0,acne_scars,1,topical,promised_only,none_mentioned,none,0,unclear,no,"#neem, #skincare, #skin, #hyperpigmentation",face_only,no
tharushay30,tharushay30,9.87657873597891,self,1,13.042672774401334,9.803722464346553,4.23410650459726,7.022868086082641,3.92,product_promotion,partial,anecdotal,1,en,2,yes,indoor,female,south_asian,0,1,unknown,unknown,"adapalene, vitamin c","ambi fade cream, epi claire adapalene cream, vitamin c","ambi, epi claire",Sri Lanka,3.091042453358316,young_adult,influencer,education,demo,0.0,acne_scars,2,topical,promised_only,none_mentioned,none,0,no,no,"#foryoupage, #selfcare, #fyp, #srilankan, #beautytips, #viral, #skincare, #foryou, #diy",face_only,no
rabiabeautytips,rabiabeautytips,10.216471807850127,general_advice,2,11.269591961359195,6.729824070489475,2.833213344056216,4.31748811353631,1.07,product_promotion,partial,yes,1,en,2,no,indoor,female,south_asian,0,1,unknown,unknown,niacinamide,eucerin dual serum with thiamidol,"eucerin, nivea, beersdorf",United States,3.5263605246161616,not_identified,other,education,demo,0.0,acne,0,home_remedy,promised_only,none_mentioned,none,1,no,no,"#foryou, #foryoupage, #viralvideo, #glowingskin, #dailyskincare, #rabiabeautytips",face_only,no
binitaregmi60,binitaregmi60,10.246687109906768,general_advice,2,13.789270273347165,10.332050506334692,4.060443010546419,8.270013062273787,3.15,clinically_accurate,supported,yes,1,en,3,yes,indoor,female,asian,0,1,unknown,unknown,"azelaic acid, niacinamide, lactic acid, retinol, mandelic acid",aloe vera gel,none,United States,3.6888794541139363,young_adult,other,education,talking_head,0.0,acne_scars,1,mixed,promised_only,none_mentioned,none,0,no,no,"#clearskin, #skincare",face_only,no
binitaregmi60,binitaregmi60,10.246687109906768,self,2,15.64006001130563,12.491631214944439,7.9714309977693505,10.680539205318292,4.29,clinically_accurate,partial,anecdotal,1,en,2,yes,indoor,female,south_asian,1,1,weeks,yes,"benzoyl peroxide, salicylic acid",none,none,United States,2.8903717578961645,young_adult,other,education,demo,0.0,acne_scars,2,home_remedy,promised_only,none_mentioned,months,1,no,no,"#skincare, #clearskin",face_only,no
embraceneem,embraceneem,3.828641396489095,self,2,9.38437770918244,5.2574953720277815,3.044522437723423,3.4011973816621555,1.61,product_promotion,partial,anecdotal,1,en,2,yes,indoor,female,black,1,1,unknown,unknown,none,neem oil,Embraceneem,India,4.454347296253507,young_adult,influencer,promotion,talking_head,0.0,unclear,0,home_remedy,promised_only,none_mentioned,none,1,yes,yes,"#neem, #oil, #skin, #skincare, #herbalskincare, #herbalmedicine, #plantbased, #naturalremedies, #holistichealth, #herbalism, #healingherbs, #wellness, #healthyliving, #organic, #medicinalherbs, #herbalhealing, #selfcare, #traditionalmedicine, #naturopathy, #herbaltherapy, #herbalist, #alternativehealth, #greenmedicine, #herbalremedies, #nutrition, #naturalmedicine, #herbaltea, #herbalist, #selfhealing, #healthylifestyle, #herbalproducts, #herbalpharmacy, #herbalcare, #herbalwellness, #herbalmedicineadvocate",face_only,yes
thebrown_skin.stories,thebrown_skin.stories,6.854354502255021,general_advice,1,12.019146503887916,7.299797366758161,3.6109179126442243,5.030437921392435,0.89,diy_topicals,partial,anecdotal,1,en,2,yes,indoor,female,south_asian,1,1,unknown,yes,neem,"neem leaves, neem powder",none,India,2.772588722239781,young_adult,patient,personal_sharing,demo,0.0,acne,2,home_remedy,promised_only,none_mentioned,none,1,no,no,"#hormonalacne, #clearskin, #hormonalimbalance, #inflamedacne, #naturalremedy, #naturalacneremedies, #fyp, #foryoupage, #viral, #tipsforacne, #tipsforhormonlacne, #hormones, #cortisolimbalance, #neemleavesbenefits, #neempowder, #neemforacne",face_only,no
veeraayurveda,veeraayurveda,12.58696496720186,unknown,0,12.159510248044802,8.58653266949485,2.1972245773362196,7.207118856207756,2.81,none,na,no,2,sk,2,yes,indoor,female,asian,1,1,unknown,yes,none,Neem leaves,none,Slovakia,3.1780538303479458,young_adult,other,other,other,0.0,acne,0,home_remedy,unclear,none_mentioned,days,0,no,no,#7624140629928316167,face_and_body,yes
eliyahmashiach2,eliyahmashiach2,14.50512550753493,patient,0,12.56863373209213,8.377241230988792,5.752572638825633,6.410174881966167,1.51,natural_remedy,unsupported,no,1,en,2,yes,outdoor,male,black,0,1,years,yes,none,Neem,none,India,3.6109179126442243,adult,other,education,talking_head,0.0,blackheads,0,home_remedy,promised_only,none_mentioned,none,1,unclear,no,"#Neem, #MiracleTree, #HerbalRemedies, #BloodCleanse, #SkinHealth, #ImmuneBoost, #NaturalHealing, #HerbalMedicine, #PlantPower, #WellnessJourney",unknown,no
gloria.home.of.skills,gloria.home.of.skills,9.933240510685476,unknown,0,11.829202282877098,8.437283808187935,5.1298987149230735,6.813444599510896,3.36,diy_topicals,na,no,0,en,3,no,indoor,female,south_asian,0,1,unknown,unknown,neem,neem soap,none,India,5.267858159063328,not_identified,other,education,demo,0.0,acne,0,home_remedy,promised_only,none_mentioned,none,1,no,no,"#Soapmaking, #soap, #skincare, #diy, #beauty",face_only,yes
selina.dasilvaaa,selina.dasilvaaa,13.838776787900755,self,0,14.151983508870947,10.747229096720554,5.19295685089021,7.813995675002791,3.32,diy_topicals,unsupported,no,1,en,3,yes,indoor,female,south_asian,1,1,years,yes,none,rice water,1400,United States,2.5649493574615367,young_adult,influencer,personal_sharing,demo,0.0,unclear,0,home_remedy,promised_only,none_mentioned,instant,1,no,no,"#rice, #skincare, #diy",face_only,yes
drjennyliu,drjennyliu,13.019147227616388,self,0,12.210567528391435,8.599694412927981,3.9318256327243257,5.488937726156687,2.7,none,na,no,0,en,3,yes,indoor,female,asian,1,3,weeks,no,none,rice water,none,United States,3.7376696182833684,adult,dermatologist,education,duet_stitch,0.0,unclear,0,home_remedy,promised_only,none_mentioned,none,1,no,no,"#ricewaterforskin, #ricewaterskincare, #ricewaterforhairgrowth, #asianskinsecrets, #asianskincare, #asianskincaretips, #dermreacts, #kbeautytrends",face_only,yes
medy__yeshu,medy__yeshu,11.560495837877646,self,0,13.997832948091215,9.937937287265354,4.61512051684126,7.422971251049421,1.72,diy_topicals,partial,anecdotal,0,en,2,yes,indoor,female,black,0,1,weeks,unknown,none,rice water,none,United States,3.713572066704308,young_adult,patient,personal_sharing,demo,0.0,unclear,0,home_remedy,promised_only,none_mentioned,weeks,0,no,no,"#rice, #fyp, #glassskin, #skintiktok, #skincaretips",face_only,yes
tamsskyn,tamsskyn,12.855617929553548,general_advice,0,15.123843647884687,12.736115431123231,7.941295570906532,9.595670797663967,9.18,diy_topicals,unsupported,no,0,en,2,yes,indoor,female,asian,0,1,unknown,unknown,none,rice water,none,Russia,4.382026634673881,middle_aged,influencer,education,demo,0.0,unclear,1,home_remedy,promised_only,none_mentioned,none,0,no,no,"#skincare, #skincaretips, #antiaging, #koreanskincare, #koreanskincaretips, #koreanskin, #fyp, #skincare101, #simpleskincare",face_only,yes
sunnysideuptv,sunnysideuptv,13.146122871848515,unknown,0,11.972253562968545,8.983816112502495,4.127134385045092,5.5053315359323625,5.04,none,na,no,0,en,3,yes,indoor,female,asian,0,1,unknown,yes,none,rice water,none,unknown,4.356708826689592,young_adult,influencer,education,demo,0.0,unclear,0,home_remedy,promised_only,none_mentioned,none,0,no,no,#ricewater,unknown,yes
hannah.oh.kr,hannah.oh.kr,8.109826276018477,self,1,10.2328272702548,7.3901814282264295,3.9318256327243257,4.574710978503383,5.82,product_promotion,partial,anecdotal,1,en,3,yes,indoor,female,asian,1,1,weeks,yes,none,breakout solution,dr dennis gross,United States,3.7376696182833684,young_adult,influencer,promotion,before_after,0.0,acne,1,home_remedy,promised_only,none_mentioned,weeks,1,no,no,"#skincare, #glowup, #koreanglowup, #ricewater, #kbeauty",face_only,no
dr.ljmaxfield,dr.ljmaxfield,12.33582816852271,general_advice,1,15.176487367510099,12.358798024384122,6.745236349484363,8.95828281049733,5.97,diy_topicals,partial,anecdotal,0,en,2,yes,indoor,male,white,0,1,years,yes,none,rice water,none,South Korea,3.6888794541139363,adult,dermatologist,education,talking_head,0.0,unclear,0,home_remedy,unclear,none_mentioned,none,0,no,no,"#ricewater, #koreanskincare, #ricewaterskincare, #skincarehacks, #diyskincare, #diy, #skincare, #dermatologist",face_only,yes
jaimesskin,jaimesskin,13.581098757724265,self,0,14.603968372873895,12.158986279072735,6.025865973825314,8.292798858200374,8.67,none,na,no,0,en,2,yes,indoor,female,black,0,1,unknown,unknown,none,"rice water, rice face mask",none,South Korea,3.9512437185814275,young_adult,influencer,personal_sharing,duet_stitch,0.0,mixed,1,home_remedy,unclear,none_mentioned,none,0,no,no,"#koreanskincare, #ricewater, #ricefacemask",face_only,yes
mamalindacooks,mamalindacooks,12.416471324896019,self,1,16.176364653421913,13.372656617783644,7.735870319952567,10.431199791458543,6.06,diy_topicals,partial,anecdotal,1,en,3,yes,indoor,female,asian,1,1,years,no,none,fermented rice water,none,Brazil,3.1354942159291497,adult,influencer,personal_sharing,demo,0.0,acne,1,home_remedy,improved,none_mentioned,none,1,no,no,"#rice, #ricewater, #fermentedricewater, #homemadeskincare, #asianskincare, #beautytips, #beautyhacksskincare, #momover40, #tiktokmomover40",face_only,yes
trinhgeorg,trinhgeorg,13.22179957891661,patient,0,13.29682243896537,9.94755228369823,5.472270673671475,7.1459844677143876,3.51,diy_topicals,partial,no,0,en,2,yes,both,female,asian,0,1,years,yes,none,rice water,none,United States,3.7376696182833684,young_adult,influencer,education,demo,0.0,unclear,0,home_remedy,promised_only,none_mentioned,none,0,no,no,"#selfcare, #trinhgeorg, #facelift, #antiaging, #antiagingtips, #facialexercise, #naturalbeauty, #faceyoga, #naturalbeauty, #naturalgirl, #remedyskinsolutions",face_only,no
grace.walk.farm,grace.walk.farm,11.6626463477181,self,1,8.46695197497949,4.976733742420574,1.3862943611198906,2.6390573296152584,3.03,diy_topicals,partial,anecdotal,1,en,3,partial,both,female,white,0,1,years,yes,none,moisturizer,none,United States,4.127134385045092,adult,patient,personal_sharing,demo,0.0,acne,0,home_remedy,promised_only,none_mentioned,none,0,no,no,"#diyskincare, #diyskincarerecipes, #herbgarden, #infusedoil, #herbinfused, #herbalinfusion, #floweressence, #cleanbeauty, #cleanbeautyrevolution",face_only,yes
gardeninginsideout,gardeninginsideout,8.223090551161533,self,2,10.122663242288953,7.168579897264035,2.3978952727983707,5.455321115357702,5.21,general_advice,partial,anecdotal,1,en,3,no,indoor,female,white,0,1,days,unknown,none,Calendula herbal balm,none,United States,3.912023005428146,young_adult,patient,personal_sharing,demo,0.0,cystic_acne,2,professional_procedure,worsened,none_mentioned,days,0,no,no,#calendula,face_and_body,no
lavietea.co,lavietea.co,11.52354883660736,patient,2,11.81894585784987,8.918516400357067,4.442651256490317,6.501289670540389,5.5,general_advice,partial,anecdotal,1,en,1,unknown,unknown,unknown,unknown,0,1,years,yes,none,none,none,United States,,not_identified,patient,advocacy,talking_head,0.0,acne,2,none,no_change,none_mentioned,none,1,unclear,no,"#herbalism, #beautytips, #skincare, #skin, #toner, #facial, #diy, #tipsandtricks, #fy, #fyp, #wellness",unknown,yes
averyapothecary,averyapothecary,12.298150333731082,general_advice,2,12.450981602512561,8.690474003558043,4.962844630259907,6.9930151229329605,2.33,clinically_accurate,partial,no,1,en,3,partial,indoor,female,unknown,0,1,days,yes,adapalene,adapalene,bulk naturals,unknown,4.04305126783455,not_identified,other,education,demo,0.0,blackheads,0,home_remedy,promised_only,none_mentioned,none,1,unclear,no,"#herbs, #herbalismforbeginners, #hibiscustea, #holistichealing, #naturalliving, #glowingskin, #naturalskincare, #herbalbeauty",face_only,no
lavietea.co,lavietea.co,11.52354883660736,general_advice,1,9.686636660844938,6.841615476477592,2.4849066497880004,4.709530201312334,5.81,general_advice,partial,no,0,en,3,partial,indoor,female,unknown,0,1,unknown,unknown,none,none,none,unknown,2.995732273553991,young_adult,influencer,education,demo,0.0,unclear,0,home_remedy,promised_only,none_mentioned,none,0,no,no,"#dryskin, #herbalism, #wellness, #skincaretips, #fyp",face_only,yes
raquelinacioo,raquelinacioo,11.856288193248567,general_advice,2,13.910821646859095,10.130662964963708,5.53338948872752,7.79770203551669,2.28,clinically_accurate,supported,no,1,en,3,yes,indoor,female,white,0,1,days,yes,"benzoyl peroxide, salicylic acid, adapalene",none,none,United States,2.70805020110221,young_adult,influencer,promotion,demo,0.0,acne,1,home_remedy,promised_only,none_mentioned,none,1,no,no,"#puremoringa, #herbalskincare, #homemadebeauty, #naturalskincare, #thatgirl, #wellnesstok, #clearskintips",face_only,no
euphoricxvibrated,euphoricxvibrated,7.037905963447182,self,1,7.794823152179389,5.3471075307174685,1.0986122886681098,2.0794415416798357,8.61,diy_topicals,partial,anecdotal,1,no,3,yes,indoor,female,black,0,1,years,yes,none,"cleansing balm, cleansing oil, DHC cleansing oil",DHC,United States,3.091042453358316,young_adult,patient,education,demo,0.0,mixed,1,topical,improved,none_mentioned,none,0,no,no,"#herbal, #skincare, #skincareroutine, #skin, #fyp",face_only,yes
eliyahmashiach2,eliyahmashiach2,14.50512550753493,self,2,14.603968372873895,10.540090836284206,6.2166061010848646,8.745761999375512,1.72,diy_topicals,partial,anecdotal,1,en,2,yes,outdoor,male,black,1,1,days,yes,none,"sebum softener, cleansing oil","be plain, ilso, dr althea",United Kingdom,2.3978952727983707,older_adult,influencer,education,demo,0.0,blackheads,1,home_remedy,promised_only,none_mentioned,none,1,unclear,no,"#NoniGlow, #NaturalSkinCareSecrets, #IslandBeautyRemedy, #HerbalSkinCare, #GlowingSkinNaturally",face_only,no
lavietea.co,lavietea.co,11.52354883660736,general_advice,1,8.18004072349016,5.153291594497779,1.6094379124341003,3.1354942159291497,4.82,diy_topicals,partial,anecdotal,1,en,3,yes,indoor,female,white,1,1,unknown,yes,retinol,rose face mask,none,unknown,3.5263605246161616,young_adult,patient,personal_sharing,demo,0.0,mixed,2,home_remedy,promised_only,none_mentioned,none,0,no,no,"#herbalism, #diy, #skincaretips, #selfcare, #facemask",face_only,no
moderngrandma_,moderngrandma_,8.312871394342615,unknown,0,9.041211408968211,6.464588303689961,3.5553480614894135,4.02535169073515,7.59,none,na,no,0,en,2,partial,indoor,female,white,0,1,unknown,unknown,none,none,none,United States,3.1780538303479458,young_adult,influencer,education,demo,0.0,unclear,0,home_remedy,promised_only,none_mentioned,weeks,1,no,no,"#herbalism, #homeherbalist, #beginnerherbalist, #witchcraft, #diyskincare",face_only,yes
camy.hati,camy.hati,13.703927388357974,self,0,14.508658238524095,11.178864319331653,5.820082930352362,8.30622521603216,3.58,diy_topicals,partial,anecdotal,0,en,2,yes,indoor,female,south_asian,1,1,unknown,unknown,none,turmeric mask,none,unknown,3.091042453358316,young_adult,influencer,personal_sharing,demo,0.0,acne_scars,0,home_remedy,promised_only,none_mentioned,none,1,no,no,"#turmericmask, #pigmentations, #skincareroutine, #darkspots",face_only,yes
aamnaadel,aamnaadel,14.410565191523773,general_advice,1,13.311827697155495,9.888424674859083,4.77912349311153,6.061456918928017,3.26,diy_topicals,partial,no,1,en,3,yes,indoor,female,south_asian,1,2,unknown,unknown,none,mud mask,none,India,3.044522437723423,young_adult,dermatologist,education,duet_stitch,0.0,blackheads,1,home_remedy,promised_only,none_mentioned,instant,1,no,no,"#duet, #dermatologist, #dermatologydoctor, #skincareroutine, #skintok, #skincare, #skincaretips, #learnontiktok, #turmeric, #skincarehacks, #foryou, #fyp, #fyp, #indianbeautysecrets",face_only,yes
stephbeautyclinic,stephbeautyclinic,12.217704729759882,general_advice,2,15.250595321348806,11.233224789593368,6.859614903654202,10.74507628970625,1.8,product_promotion,partial,no,2,en,3,partial,outdoor,female,south_asian,1,1,unknown,yes,none,"Magical Turmeric Cream, Dermapeel",none,unknown,5.455321115357702,not_identified,other,promotion,demo,0.0,mixed,0,home_remedy,promised_only,none_mentioned,days,1,no,no,"#TurmericCream, #glowingskin, #skinwhitening, #pigmentation, #beauty, #darkspots, #diy, #antiaging, #wrinkles, #homemade, #skincare, #freckles",face_and_body,not_sure
jaimesskin,jaimesskin,13.581098757724265,self,2,14.603968372873895,11.648338835562747,6.161207321695077,8.809116258125274,5.2,product_promotion,partial,anecdotal,1,en,3,yes,indoor,female,hispanic,1,1,unknown,unknown,turmeric,"Gummy Seoul Black Head Softener, Jo Miso","Gummy Seoul, Jo Miso",Egypt,4.143134726391533,young_adult,influencer,promotion,demo,0.0,blackheads,1,home_remedy,improved,none_mentioned,instant,1,no,no,,face_only,yes
shaplaa11,shaplaa11,11.27921376699396,unknown,0,14.80876270134486,12.233692676364548,7.888709524182015,9.332646496360152,7.61,diy_topicals,partial,anecdotal,1,en,2,yes,indoor,female,south_asian,1,1,weeks,unknown,none,Haldi,none,India,3.4011973816621555,young_adult,patient,personal_sharing,before_after,0.0,mixed,2,home_remedy,improved,none_mentioned,days,1,no,no,"#foryou, #skincare, #clearskintips",face_only,yes
dermdoctor,dermdoctor,16.694313881027288,general_advice,2,13.910821646859095,10.354595018522993,5.545177444479562,7.163946684342547,2.85,clinically_accurate,supported,yes,2,en,2,yes,indoor,male,white,0,1,unknown,yes,none,none,none,United States,4.007333185232471,adult,dermatologist,education,talking_head,0.0,cystic_acne,0,professional_procedure,no_change,none_mentioned,none,0,unclear,no,"#skincare, #turmeric, #tiktokdoctor, #dermatologist, #learnontiktok, #skincarecheck, #skincarehack, #skincareroutine, #fyp, #viral",face_only,no
life_ledger,life_ledger,14.593207964364472,general_advice,2,13.081543466215237,9.094368195723762,6.361302477572996,8.011686729127847,1.86,clinically_accurate,supported,no,2,en,2,no,indoor,unknown,unknown,0,0,years,yes,salicylic acid,"salicylic acid, turmeric mask, pore strips",none,United States,4.174387269895637,not_identified,other,education,demo,0.0,blackheads,0,home_remedy,promised_only,none_mentioned,none,0,no,no,"#skincare, #skinglow, #turmericmask, #naturalremedy, #naturalrecipe",face_only,no
sarikakafle3,sarikakafle3,8.315077007294104,general_advice,1,13.402266774251801,9.314790473332646,4.219507705176107,6.558197802812269,1.68,diy_topicals,partial,anecdotal,1,en,3,yes,indoor,female,south_asian,1,1,years,yes,none,"wild turmeric powder, honey",none,United States,2.3978952727983707,young_adult,influencer,personal_sharing,demo,0.0,acne,1,home_remedy,promised_only,none_mentioned,weeks,1,no,no,"#acnetreatment, #acnemarks, #acnemarksremoval, #fyp, #sarikakafle3",face_only,no
anci.social,anci.social,13.333116888192517,general_advice,1,12.434406702831367,9.546884034617925,4.844187086458591,6.690842277418564,5.57,gut_health,unsupported,anecdotal,1,en,2,yes,indoor,female,south_asian,0,1,unknown,yes,turmeric,raw turmeric root,none,India,4.430816798843313,young_adult,influencer,education,talking_head,0.0,unclear,1,home_remedy,promised_only,none_mentioned,days,1,no,no,"#clearskin, #skintok, #turmeric, #koreanskincare, #indianskincare",face_only,no
jaimesskin,jaimesskin,13.581098757724265,patient,1,14.403297778421795,11.634266607494453,6.257667587882639,9.004299728561636,6.27,diy_topicals,partial,anecdotal,1,en,2,yes,indoor,female,mixed,1,1,years,yes,none,"turmeric, honey",none,Canada,4.007333185232471,adult,patient,personal_sharing,demo,0.0,acne_scars,1,home_remedy,promised_only,none_mentioned,none,0,no,no,"#skincaretiktok, #skincare, #darkspots, #acnescars, #hyperpigmentation",face_only,no
dermangelo,dermangelo,13.276259739181206,patient,2,11.377117196515812,7.664815785285735,3.258096538021482,2.772588722239781,2.44,none,na,no,2,en,2,yes,indoor,male,white,0,1,years,yes,none,none,none,United States,4.110873864173311,young_adult,dermatologist,education,talking_head,0.0,acne,1,none,no_change,none_mentioned,none,0,no,no,"#stitch, #dermreacts, #skin, #dermatologist, #acnepositivity, #acne, #dermangelo",face_only,yes
hannah.josephin,hannah.josephin,12.539407823868244,patient,1,14.285514812209815,12.35578922352754,6.023447592961033,8.632484235750972,14.52,none,na,no,1,en,3,yes,indoor,female,white,0,1,years,yes,none,none,none,United States,2.5649493574615367,young_adult,patient,personal_sharing,talking_head,0.0,acne,2,none,no_change,none_mentioned,none,0,no,no,"#acne, #acnefighter, #acneskin, #acnepositivity",face_only,yes
lexijjenkinson,lexijjenkinson,10.990516344127489,self,1,10.165890277802454,7.67275789664251,3.4339872044851463,4.812184355372417,8.26,none,na,anecdotal,1,en,2,yes,outdoor,female,white,0,1,unknown,yes,none,none,none,United States,1.9459101490553132,young_adult,patient,personal_sharing,talking_head,0.0,acne,2,lifestyle,worsened,redness,instant,0,no,no,"#acne, #acneskin, #acnefighter, #acnepositivity, #acneproneskin, #fyp, #foryou",face_only,no
trishakasi,trishakasi,11.785072491034883,unknown,2,11.918397239722838,10.038935856711177,4.634728988229636,4.7535901911063645,15.27,none,na,no,2,en,2,yes,indoor,female,white,1,1,unknown,yes,none,none,none,United States,2.1972245773362196,young_adult,patient,personal_sharing,talking_head,0.0,acne,2,professional_procedure,worsened,none_mentioned,none,0,no,no,"#4u, #fyp, #acne, #acnepositivity, #skinjourney",face_only,no
oliviaaeemily,oliviaaeemily,7.922623574217286,self,2,7.01211529430638,3.713572066704308,1.3862943611198906,0.0,3.61,general_advice,partial,anecdotal,1,en,2,yes,both,female,white,1,1,years,yes,isotretinoin,accutane,Accutane,United States,2.833213344056216,young_adult,patient,personal_sharing,before_after,0.0,acne,3,oral,improved,none_mentioned,weeks,0,no,no,"#accutane, #accutaneskincare, #accutanejourney, #skin, #acnepositivity",face_only,no
maddimccormack,maddimccormack,10.520725138995724,self,1,12.847665971443902,9.61587214452889,5.863631175598097,6.911747300251674,3.95,general_advice,na,anecdotal,0,en,3,yes,indoor,female,white,1,1,years,yes,none,Zero Pore Pad,Medicube,unknown,4.382026634673881,young_adult,patient,personal_sharing,talking_head,0.0,cystic_acne,3,topical,unclear,none_mentioned,none,0,no,no,"#acnepositivity, #fyp, #loveyou, #acneproneskin, #makeup",face_only,no
teamacneofficial,teamacneofficial,10.662913925885341,general_advice,1,16.562781536322326,13.815511557963774,8.46168048148598,9.32375833901174,6.41,general_advice,na,no,2,en,2,yes,indoor,male,white,0,2,unknown,unknown,none,none,none,United States,3.58351893845611,young_adult,influencer,advocacy,talking_head,0.0,acne,0,none,no_change,none_mentioned,none,1,unclear,no,"#acne, #skincare, #acnetreatment, #pimples, #skinpositivity, #acnepositivity, #skincareaddict, #teamacne",face_only,yes
iforeveryng,iforeveryng,9.814273751991298,general_advice,1,11.173262142245258,7.071573364211532,2.772588722239781,4.31748811353631,1.65,diy_topicals,partial,no,1,en,3,yes,indoor,female,south_asian,0,1,years,yes,none,multani mitti,none,India,3.1780538303479458,young_adult,influencer,education,demo,0.0,acne,1,home_remedy,promised_only,none_mentioned,none,1,unclear,no,"#foreveryng, #multanimitti, #facepack, #glowingskin, #fyp",face_only,yes
